id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,name,artist,genre
2i2gDpKKWjvnRTOZRhaPh2,0.511,0.639,0.723,0,7,0.167,-6.462,0,0.0532,136.872,4,0.878,Moonlight,Kali Uchis,2
73RbfOTJIjHzi2pcVHjeHM,0.061,0.74,0.758,1.44e-06,1,0.0967,-5.851,0,0.0921,171.925,4,0.757,What It Is (Solo Version),Doechii,2
7dJYggqjKo71KI9sLzqCs8,0.228,0.75,0.674,8.91e-05,8,0.122,-6.128,0,0.097,123.026,4,0.392,Agora Hills,Doja Cat,2
3vkCueOmm7xQDoJ17W1Pm3,0.868,0.504,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121,My Love Mine All Mine,Mitski,2
7EiZI6JVHllARrX9PUvAdX,0.337,0.722,0.331,0.282,8,0.146,-7.789,1,0.0726,143.961,4,0.102,Low Life (feat. The Weeknd),Future,2
4rXLjWdF2ZZpXCVTfWcshS,0.119,0.847,0.622,0,1,0.285,-6.747,0,0.0903,130.001,4,0.22,fukumean,Gunna,2
4MjDJD8cW7iVeWInc2Bdyj,0.15,0.787,0.621,0.000402,4,0.58,-5.009,0,0.068,139.056,4,0.13,MONACO,Bad Bunny,2
59NraMJsLaMCVtwXTSia8i,0.001,0.638,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422,Prada,cassö,2
2psRActEWsTlYYd7EDoyVR,0.698,0.593,0.354,3.55e-05,4,0.293,-8.27,1,0.0279,120.01,3,0.241,Those Eyes,New West,2
424DkevE18QJazwlljiTD4,0.146,0.763,0.468,0.869,11,0.108,-13.288,0,0.129,97.599,3,0.512,Le Monde - From Talk to Me,Richard Carter,2
5LrN7yUQAzvthd4QujgPFr,0.544,0.571,0.458,9.27e-05,4,0.123,-9.283,1,0.0258,132.025,4,0.299,Here With Me,d4vd,2
0JXXNGljqupsJaZsgSbMZV,0.0267,0.684,0.607,0.000307,11,0.191,-8.127,0,0.1,81.001,4,0.498,Sure Thing,Miguel,2
2HbKqm4o0w5wEeEFXm2sD4,0.0703,0.716,0.531,0,7,0.224,-7.355,1,0.122,71.994,4,0.344,Money Trees,Kendrick Lamar,2
22I3h5AOENlH4CqXJsEbFR,0.095,0.418,0.31,0,11,0.216,-9.869,0,0.0625,139.614,4,0.131,Collide (feat. Tyga),Justine Skye,2
4TNFLwe6DhtR3Wn1JKMqMJ,0.423,0.825,0.663,0.415,2,0.286,-9.414,1,0.0687,116.051,4,0.417,Makeba,Jain,2
3XKIUb7HzIF1Vu9usunMzc,0.0406,0.777,0.601,0.00201,2,0.0348,-5.931,1,0.126,97.911,4,0.68,Maria Maria (feat. The Product G&B),Santana,2
5odlY52u43F5BjByhxg7wg,0.653,0.515,0.593,0.162,4,0.25,-4.801,1,0.0322,94.467,3,0.153,golden hour,JVKE,2
2YSzYUF3jWqb9YP9VXmpjE,0.0464,0.663,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138,IDGAF (feat. Yeat),Drake,2
2FDTHlrBguDzQkp7PVj16Q,0.186,0.916,0.583,0,1,0.0798,-8.067,1,0.241,141.095,4,0.661,Sprinter,Dave,2
1odExI7RdWc4BT515LTAwj,0.83,0.508,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,4,0.324,Daylight,David Kushner,2
5XeFesFbtLpXzIVDNQP22n,0.136,0.464,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479,I Wanna Be Yours,Arctic Monkeys,2
7KA4W4McWYRpgf0fWsJZWB,0.371,0.558,0.559,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62,See You Again (feat. Kali Uchis),"Tyler, The Creator",2
7DbdUf8aHSYoliSjO6LZv6,0.013,0.572,0.839,0.00976,4,0.522,-5.083,0,0.0377,143.969,4,0.465,"Sex, Drugs, Etc.",Beach Weather,2
3IX0yuEVvDbnqUwMBB3ouC,0.00193,0.627,0.879,6.87e-06,9,0.0647,-3.446,1,0.0955,129.979,4,0.748,bad idea right?,Olivia Rodrigo,2
2HafqoJbgXdtjwCOvNEF14,0.827,0.537,0.421,0,5,0.138,-8.72,1,0.0285,98.224,4,0.524,Si No Estás,iñigo quintero,2
741UUVE2kuITl0c6zuqqbO,0.519,0.77,0.58,0.000127,0,0.233,-8.393,1,0.247,144.072,4,0.753,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2
7sliFe6W30tPBPh6dvZsIH,0.0187,0.823,0.388,0,1,0.0876,-10.867,1,0.491,154.569,4,0.507,Area Codes,Kaliii,2
6njJR3OIp3oA0Kc4aC9Tzf,0.734,0.877,0.803,0.056,9,0.087,-3.195,1,0.0507,130.028,4,0.795,MONTAGEM - PR FUNK,S3BZS,2
2aI21FnmY7TJVKeMaoQZ0t,0.0476,0.872,0.872,0.00112,1,0.0543,-6.328,1,0.139,116.948,4,0.809,Say It Right,Nelly Furtado,2
6UN73IYd0hZxLi8wFPMQij,0.03,0.954,0.516,7.54e-06,6,0.0504,-5.817,1,0.16,105.001,4,0.624,Players,Coi Leray,2
4ZnkygoWLzcGbQYCm3lkae,0.00288,0.743,0.837,2.86e-05,5,0.104,-7.634,0,0.0633,126.023,4,0.378,Rush,Troye Sivan,2
1cKHdTo9u0ZymJdPGSh6nq,0.142,0.323,0.737,0.000162,10,0.163,-4.008,1,0.0338,113.26,4,0.155,I Was Never There,The Weeknd,2
4bw8mcDUSRWfQo63ZTYRnU,0.434,0.909,0.762,0,9,0.0856,-3.974,1,0.0643,101.987,3,0.843,Según Quién,Maluma,2
1Ukxccao1BlWrPhYkcXbwZ,0.877,0.664,0.405,0.000765,1,0.11,-7.413,1,0.08,81.89,3,0.743,From The Start,Laufey,2
1Hv1VTm8zeOeybub15mA2R,0.238,0.734,0.58,0.0006,9,0.0298,-6.619,0,0.0321,119.336,4,0.962,Smooth Operator - Single Version,Sade,2
1Y3LN4zO1Edc2EluIoSPJN,0.777,0.551,0.55,0,10,0.202,-5.339,1,0.0286,101.19,3,0.342,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,2
4RvWPyQ5RL0ao9LPZeSouE,0.347,0.645,0.795,0.00389,7,0.104,-12.095,1,0.0527,112.067,4,0.535,Everybody Wants To Rule The World,Tears For Fears,2
5mHdCZtVyb4DcJw8799hZp,0.138,0.538,0.742,4.67e-05,2,0.0934,-5.355,1,0.114,96.107,4,0.25,Escapism.,RAYE,2
739WUU1tPFLO4x4HJq561K,0.435,0.783,0.592,4.15e-06,11,0.347,-8.332,0,0.0331,120.018,4,0.726,Cupid - Twin Ver.,FIFTY FIFTY,2
1daDRI9ahBonbWD8YcxOIB,0.0981,0.672,0.642,0,5,0.1,-4.035,1,0.0313,121.981,4,0.494,Angels Like You,Miley Cyrus,2
3hxIUxnT27p5WcmjGUXNwx,0.325,0.485,0.409,0,9,0.103,-10.711,0,0.101,138.419,4,0.376,Shut up My Moms Calling,Hotel Ugly,2
23RoR84KodL5HWvUTneQ1w,0.12,0.671,0.876,0.188,7,0.0823,-5.681,0,0.0352,129.998,4,0.964,(It Goes Like) Nanana - Edit,Peggy Gou,2
6dBUzqjtbnIa1TwYbyw5CM,7.53e-06,0.559,0.871,0.00545,5,0.096,-5.338,0,0.0397,104.97,4,0.572,Lovers Rock,TV Girl,2
1kuGVB7EU95pJObxwvfwKS,0.177,0.511,0.532,0,5,0.291,-5.745,1,0.0578,138.005,4,0.35,vampire,Olivia Rodrigo,2
0QZ5yyl6B6utIWkxeBDxQN,0.969,0.545,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1,The Night We Met,Lord Huron,2
6maTPqynTmrkWIralgGaoP,0.621,0.898,0.732,1.29e-05,7,0.0908,-3.982,1,0.0427,115.955,4,0.96,If We Ever Broke Up,Mae Stephens,2
4lMyi03aRk8nPBLLGyqAVz,0.015,0.908,0.757,0,11,0.0673,-3.889,0,0.0606,106.031,4,0.577,IT'S GETTING HOT,NLE Choppa,2
4h9wh7iOZ0GGn8QVp4RAOB,0.0826,0.704,0.797,0.000745,0,0.0546,-5.927,1,0.0475,139.994,4,0.825,I Ain't Worried,OneRepublic,2
37vVp2sWHuuIBOSl1NswP6,0.204,0.398,0.705,5.13e-05,5,0.443,-7.07,0,0.0756,111.487,4,0.635,i'm yours,Isabel LaRosa,2
3OHfY25tqY28d16oZczHc8,0.0543,0.644,0.728,0.169,8,0.161,-5.75,1,0.0351,88.993,4,0.43,Kill Bill,SZA,2
6AQbmUe0Qwf5PZnt4HmTXv,0.252,0.696,0.809,0.000128,5,0.248,-8.254,1,0.05,132.962,4,0.857,Boy's a liar Pt. 2,PinkPantheress,2
5IgjP7X4th6nMNDh4akUHb,0.0635,0.733,0.69,1.18e-06,9,0.105,-5.529,0,0.0427,116.992,4,0.31,Under The Influence,Chris Brown,2
43MifzVnh8W3jJN0xqU9jR,0.106,0.633,0.643,0.00831,0,0.78,-8.122,1,0.0252,103.842,4,0.472,Wasted Summers,juju<3,2
3NRql0A1Ef4RCvT473iqgD,0.312,0.584,0.684,9.05e-05,10,0.112,-4.314,0,0.567,210.164,4,0.72,Hell N Back,Bakar,2
6qyS9qBy0mEk3qYaH8mPss,0.00547,0.712,0.972,7.06e-05,10,0.128,-0.514,1,0.112,119.966,4,0.568,Murder In My Mind,Kordhell,2
561jH07mF1jHuk7KlaeF0s,0.209,0.637,0.678,0,0,0.156,-3.798,1,0.266,84.039,4,0.254,Mockingbird,Eminem,2
48CKzGWOC65n8a8kdANJV8,0.102,0.554,0.854,9.26e-05,6,0.554,-6.263,0,0.0567,82.012,4,0.387,Only Love Can Hurt Like This - Slowed Down Version,Paloma Faith,2
2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,Sweater Weather,The Neighbourhood,2
1xK59OXxi2TAAAbmZK0kBL,0.453,0.571,0.544,0.00805,6,0.322,-10.613,1,0.0299,132.052,4,0.216,Romantic Homicide,d4vd,2
27ZZdyTSQWI7Cug2d2PkqV,0.115,0.9,0.509,1.67e-06,1,0.0937,-6.647,1,0.257,100.007,4,0.765,BILLIE EILISH.,Armani White,2
26b3oVLrRUaaybJulow9kz,0.551,0.573,0.422,1.31e-05,10,0.102,-7.621,0,0.0678,124.357,5,0.693,People,Libianca,2
1Fid2jjqsHViMX6xNH70hE,0.0529,0.4,0.479,2.14e-06,8,0.115,-7.989,0,0.0308,166.159,4,0.213,Atlantis,Seafret,2
1yvMUkIOTeUNtNWlWRgANS,0.112,0.468,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.26,Unstoppable,Sia,2
4C6Uex2ILwJi9sZXRdmqXp,0.0645,0.95,0.891,1.77e-05,2,0.309,-2.653,1,0.241,133.01,4,0.912,Super Freaky Girl,Nicki Minaj,2
0VgkVdmE4gld66l8iyGjgx,0.0102,0.833,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.281,Mask Off,Future,2
76OGwb5RA9h4FxQPT33ekc,0.107,0.565,0.636,9.9e-06,0,0.447,-8.198,1,0.0638,170.01,4,0.525,SNAP,Rosa Linn,2
4iZ4pt7kvcaH6Yo8UoZ4s2,0.141,0.559,0.551,0,5,0.11,-7.231,1,0.132,143.008,4,0.392,Snooze,SZA,2
0tLXkjxahQsnZkKP2GXXf6,0.398,0.586,0.431,0,1,0.292,-5.187,1,0.0465,84.412,3,0.405,tu fan,mafalda cardenal,2
3JvKfv6T31zO0ini8iNItO,0.695,0.445,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131,Another Love,Tom Odell,2
5hXCTV8OCsNak8OVry7yzM,0.416,0.589,0.783,1.95e-06,7,0.0955,-6.936,0,0.0564,90.042,4,0.576,Bugambilia,Nasa Histoires,2
5LNf5l8xXqus1s9A43ReEZ,0.789,0.706,0.369,1.09e-05,10,0.211,-5.021,1,0.031,67.112,4,0.288,Otra Vez,ProdMarvin,2
2Lhdl74nwwVGOE2Gv35QuK,0.237,0.72,0.744,0,1,0.255,-6.938,0,0.12,78.953,4,0.619,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,2
5dPy1CCYQ04xaQHpajf5CY,0.0117,0.715,0.741,0.899,8,0.189,-7.478,1,0.0356,112.0,4,0.761,The Lost Soul Down,NBSPLV,2
2Dp5Rqruog8SR6x7UtlIpY,0.00311,0.739,0.913,2.61e-05,0,0.0839,-2.749,1,0.0413,154.982,4,0.307,9mm,Memphis Cult,2
3lev2QW3nUHNuxrVstVEGj,0.158,0.731,0.751,0.000353,8,0.113,-6.642,1,0.216,195.993,4,0.927,Chupón,El Gudi,2
2ItNKt19iqefEe590Z9GeE,0.00149,0.491,0.771,0.000262,9,0.232,-5.037,1,0.041,103.005,4,0.242,Five Nights at Freddy's,The Living Tombstone,2
3XrPM65ihtm4ZkZNGt30Ff,0.808,0.778,0.38,0.000164,1,0.0541,-12.696,1,0.0555,105.091,4,0.53,Contigo,Los Panchos,2
609ItcFreOqmwRjmBbocds,0.681,0.418,0.436,0.00114,2,0.106,-9.345,1,0.0414,98.031,4,0.0866,Te Lo Prometo,Humbe,2
1ckhUtD8nBH2ShPlU8w2nU,0.00624,0.602,0.676,0.826,2,0.0635,-11.385,1,0.0527,160.021,4,0.716,ALL MY FELLAS,Frizk,2
3HMuJG1y7pyjg7Rrk17Rsb,0.978,0.602,0.189,0.0152,9,0.102,-10.708,1,0.0343,101.241,4,0.247,Algo contigo,Rita Payés,2
2m3Fqmw1mfs39KklPmjq79,0.0379,0.794,0.635,0,6,0.344,-6.323,0,0.242,80.038,4,0.752,Por Mi México (Remix),Lefty Sm,2
45PmtkNbgCun4GPphHVzvi,0.182,0.562,0.765,0,7,0.393,-7.946,1,0.089,136.583,4,0.87,Que Monstruos Son (feat. Keith Streng & Mary Huff),Los Straitjackets,2
3PIECzRdxCWyAz6Poe4Rcp,0.916,0.591,0.648,0.414,8,0.0885,-7.77,1,0.209,139.974,4,0.712,mwah :3,rusowsky,2
2jMrMVUprU2f03AZYRpWfB,0.662,0.487,0.477,0.0146,10,0.0854,-9.337,1,0.073,117.965,4,0.199,bien hecho,Humbe,2
3dvVgBNJtYZH58rTpIQLEI,0.117,0.734,0.606,0.00235,5,0.139,-6.957,0,0.0328,138.001,4,0.461,Ride Or Die,Sevdaliza,2
5Eh1nj7IjV9lwpcKAkidyY,0.0878,0.629,0.654,0.00655,11,0.22,-7.852,0,0.0584,93.034,4,0.799,One Of Your Girls,Troye Sivan,2
7yIIeKUxTpn36X6CFJhgEi,0.0398,0.795,0.678,0.35,11,0.072,-7.905,0,0.0586,101.032,4,0.788,Reggaeton Champagne,Bellakath,2
24lqVtYdnA1NhYd37XFOPb,0.0543,0.858,0.448,7.62e-05,7,0.0994,-6.681,0,0.0422,110.014,4,0.0962,No digas nada,LATIN MAFIA,2
3qXZqXGniqNt3PK2CBSZgM,0.564,0.469,0.639,0,10,0.11,-5.381,0,0.32,172.37,3,0.534,Si La Calle Llama - Remix,Eladio Carrion,2
0xahPNJVFHGMEFxu9kergk,0.901,0.591,0.333,0.000878,8,0.129,-10.828,1,0.0434,139.833,3,0.504,September,Sparky Deathcap,2
6QX6tanKOhwMpPtu1p0zAL,0.33,0.789,0.807,0.113,5,0.132,-3.124,0,0.0867,105.041,4,0.663,La Triple M,Mawell,2
4kRLRWnn5u9wO2wOKAAdEN,0.2,0.726,0.873,1.71e-06,9,0.0953,-3.122,1,0.0266,135.052,4,0.725,Automotivo Bibi Fogosa,Bibi Babydoll,2
1DxEbt6OSbrkRthk6pjZue,0.431,0.838,0.79,3.33e-06,6,0.184,-1.602,0,0.108,92.927,4,0.962,MERCHO,LiL CaKe,2
20FJlhMZhxGlsLCUVL1jYC,0.0444,0.708,0.794,0,6,0.143,-5.565,1,0.0272,121.995,4,0.626,Flores Amarillas,Floricienta,2
3WoxwWoay78KXzGRlAm7J7,0.0268,0.802,0.801,0.000165,1,0.544,-4.049,1,0.0606,93.035,4,0.712,QUÉ ROLLITO PRIMAVERA,Dani Flow,2
6odrHMSLjP3aOXC4ipKUC6,0.609,0.775,0.465,3.23e-05,7,0.114,-8.365,0,0.365,169.781,4,0.707,La Bebe,Yng Lvcas,2
1AZbs0L3SkXe625DKp37KQ,0.283,0.802,0.526,0.000126,5,0.0972,-3.262,0,0.199,82.944,4,0.302,Julietota,LATIN MAFIA,2
4PzxlHzDM3bDafkHjg1XCX,0.077,0.673,0.82,0.000615,0,0.297,-3.473,1,0.222,111.955,4,0.524,Muñekita (with El Alfa & JT),Kali Uchis,2
6usohdchdzW9oML7VC4Uhk,0.199,0.561,0.604,1.9e-05,9,0.104,-4.409,1,0.0337,159.92,3,0.242,Lose Control,Teddy Swims,2
1A3tuE6ti9qoZDwB3LB0t2,0.0401,0.622,0.455,0,9,0.0957,-7.116,1,0.0282,124.412,4,0.274,I Think I Like When It Rains,WILLIS,2
5ydjxBSUIDn26MFzU3asP4,0.739,0.633,0.454,0,9,0.148,-8.016,0,0.0875,74.828,4,0.282,Rainy Days,V,2
0JmnkIqdlnUzPaf8sqBRs3,0.518,0.642,0.706,0,7,0.25,-6.872,0,0.052,136.851,4,0.896,Moonlight,Kali Uchis,2
5nBHB9JZjBS087RSDgIEon,0.209,0.907,0.551,0,6,0.107,-5.257,0,0.237,152.031,4,0.644,Big Booty,Hozwal,2
3scW7pt0vlhkCCgCNv5YR9,0.775,0.886,0.748,0.0635,5,0.0656,-9.584,1,0.0399,152.07,4,0.969,La Noche Mas Linda,Adalberto Santiago,2
7EAMXbLcL0qXmciM5SwMh2,0.667,0.901,0.136,0.354,8,0.109,-16.127,0,0.102,150.076,4,0.643,Heart To Heart,Mac DeMarco,2
35FW5OEe4p38LdjK1KqT2X,0.292,0.882,0.934,0.0024,8,0.0549,-1.479,0,0.0501,130.032,4,0.611,Tá OK (Remix),DENNIS,2
3hfvzrj13TtfKq8P3WG2Q1,0.0374,0.521,0.605,0.785,7,0.31,-13.64,1,0.0467,141.298,4,0.409,CRYSTALS (Slowed),PR1SVX,2
6wf7Yu7cxBSPrRlWeSeK0Q,0.959,0.444,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,4,0.142,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,2
7ABLbnD53cQK00mhcaOUVG,0.0739,0.708,0.737,0.00162,1,0.0955,-4.045,1,0.0436,91.986,4,0.607,LALA,Myke Towers,2
3CU1qWV0h0PvWXQg71YUoo,0.0794,0.845,0.712,0.077,5,0.0886,-7.777,0,0.0645,123.987,4,0.437,HOUSE OF LUX,DannyLux,2
6uIIdjYTxxpWOyWuVXrKQO,0.183,0.808,0.944,1.11e-06,10,0.138,-4.863,0,0.0408,124.934,3,0.937,Que Onda,Calle 24,2
77IPE0PA44eThYC41I3Dzh,0.116,0.751,0.818,1.12e-06,2,0.095,-4.162,1,0.115,196.165,4,0.831,Tirando Flow Sesh #11 (feat. El Bogueto & Ritorukai),Dan García,2
2TJKY0WSFufZOzbRNgl6zE,0.132,0.793,0.476,0,5,0.115,-10.515,0,0.0406,129.992,4,0.578,ELOVRGA,Alex Favela,2
4D1k6x4MXTaSnljSvAXhaf,0.00105,0.735,0.778,0.025,11,0.0923,-3.23,1,0.0487,126.091,4,0.278,GMFU (w/ 6arelyhuman),Odetari,2
0EqczV3o6fwksegAavIHpX,0.832,0.613,0.81,0.899,1,0.137,-6.16,1,0.488,150.251,4,0.686,LOVELY BASTARDS,ZWE1HVNDXR,2
0O3U5iwTbiXCREMkvotJuN,0.06,0.616,0.834,0,9,0.338,-3.069,1,0.0664,151.701,4,0.746,EL AMOR DE SU VIDA,Grupo Frontera,2
31mzt4ZV8C0f52pIz1NSwd,0.312,0.653,0.474,6.65e-06,5,0.119,-10.899,0,0.103,85.024,4,0.361,Shut up My Moms Calling - (Sped Up),Hotel Ugly,2
7mLWNwcvwRdEviz6SfYp8A,0.00166,0.588,0.496,0.936,9,0.186,-5.947,1,0.0417,128.001,4,0.582,GigaChad Theme - Phonk House Version,g3ox_em,2
1vYXt7VSjH9JIM5oRRo7vA,0.0207,0.671,0.845,0,11,0.329,-4.93,0,0.048,110.056,4,0.775,Dance The Night - From Barbie The Album,Dua Lipa,2
199wv1uOJYZ1XyK8FTzwh2,0.601,0.707,0.835,0.791,8,0.0933,-8.759,0,0.0418,120.009,4,0.0958,Ascend,Dezko,2
0HqZX76SFLDz2aW8aiqi7G,0.0206,0.773,0.742,0,5,0.0754,-3.678,0,0.046,114.071,4,0.571,Bones,Imagine Dragons,2
3gmn76fCtpDazGMnN0QMHX,0.0879,0.924,0.563,0,7,0.103,-7.899,0,0.0802,117.06,4,0.872,NIGHT DANCER,imase,2
7bFVbauSFafZ9FFNcwMuKo,0.00224,0.819,0.841,0.0494,11,0.132,-7.563,1,0.061,128.012,4,0.171,Las Montijas,young god,2
4k6Uh1HXdhtusDW5y8Gbvy,0.613,0.686,0.494,5.8e-05,1,0.402,-7.093,1,0.0355,168.946,4,0.7,Bad Habit,Steve Lacy,2
3VvcKToPY3diGRjERt8NvD,0.00335,0.743,0.684,0.945,7,0.0989,-10.807,0,0.033,127.996,4,0.867,Sea Of Problems,glichery,2
6hgoYQDUcPyCz7LcTUHKxa,0.376,0.811,0.781,0.001,11,0.121,-6.333,1,0.0428,107.007,4,0.824,Calm Down,Rema,2
7MVIfkyzuUmQ716j8U7yGR,0.176,0.838,0.708,0,5,0.343,-4.668,0,0.166,119.984,4,0.96,Rara Vez,Taiu,2
3dnP0JxCgygwQH9Gm7q7nb,0.483,0.668,0.758,1.89e-05,5,0.0837,-5.176,0,0.0332,147.989,3,0.834,Ella Baila Sola,Eslabon Armado,2
0y60itmpH0aPKsFiGxmtnh,0.0371,0.764,0.705,1.94e-05,3,0.0943,-5.279,0,0.0278,101.003,4,0.672,Wait a Minute!,WILLOW,2
2hn2zOA2XFlv6DSmesylrL,0.0509,0.791,0.892,0.000355,0,0.0609,-2.58,1,0.0521,97.008,4,0.916,QUEMA,Ryan Castro,2
5MNfAmHvsqOliIxtwiFzsz,0.0144,0.768,0.858,0.861,8,0.0829,-4.629,1,0.0767,143.56,4,0.522,WARNING - Sped Up,MC ORSEN,2
5985LToyqbVWWNczsD9g5N,0.226,0.7,0.748,0.796,9,0.104,-8.16,0,0.0771,130.056,4,0.154,Clouds,BUNT.,2
7DSAEUvxU8FajXtRloy8M0,0.0584,0.706,0.691,6.99e-05,0,0.0232,-4.775,1,0.0633,118.048,4,0.632,Flowers,Miley Cyrus,2
2LsbizbOeNa4x6qsi2jAMb,0.52,0.871,0.481,5.54e-05,7,0.0809,-9.068,1,0.0383,103.063,4,0.664,La flaca,Jarabe De Palo,2
6Xj014IHwbLVjiVT6H89on,0.0474,0.812,0.791,9.08e-05,8,0.305,-3.704,0,0.0279,109.969,3,0.635,Malas Decisiones,Kenia OS,2
4SnuG111QPmgwRmlwhJ4Mg,0.586,0.762,0.942,0.764,9,0.115,-6.432,0,0.038,120.0,4,0.038,Hold Me,Lavern,2
1BxfuPKGuaTgP7aM0Bbdwr,0.117,0.552,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564,Cruel Summer,Taylor Swift,2
6pD0ufEQq0xdHSsRbg9LBK,0.228,0.569,0.724,0,6,0.27,-4.076,0,0.0474,83.118,4,0.562,un x100to,Grupo Frontera,2
38UYeBLfvpnDSG9GznZdnL,0.458,0.637,0.768,0.00192,0,0.378,-6.468,1,0.056,94.982,4,0.297,Tormenta (feat. Bad Bunny),Gorillaz,2
4FAKtPVycI4DxoOHC01YqD,0.0492,0.783,0.729,0.000272,6,0.1,-3.549,0,0.0691,167.968,4,0.58,Yandel 150,Yandel,2
5bfep56ypsHGIR4i5KPKJN,0.233,0.87,0.664,0.000705,1,0.141,-8.716,1,0.0744,98.013,4,0.84,Tamagotchi,GUNTTER,2
1Qrg8KqiBpW07V7PNxwwwL,0.0521,0.644,0.735,0.144,8,0.161,-5.747,1,0.0391,88.98,4,0.418,Kill Bill,SZA,2
0T2zPVlS2Oyy0BXlmvYKTe,0.66,0.411,0.547,0,11,0.078,-4.815,1,0.0706,128.44,5,0.552,this is what falling in love feels like - Leon Leiden Remix,JVKE,2
6UR1k5NGqgNGzgVmMtT768,0.121,0.73,0.751,0,11,0.0849,-5.51,1,0.0511,98.001,4,0.68,Cabaña,El Jordan 23,2
2oMjKuKUEJFuLiVmTq7Vjx,0.666,0.839,0.65,0,4,0.126,-3.38,0,0.212,90.015,4,0.7,TQG,KAROL G,2
38R5sydMbsBzSPGPMfmtpb,0.00152,0.707,0.444,0,1,0.125,-11.232,1,0.258,164.117,4,0.322,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,2
7nn4MXs89QymmNzRreTywe,0.274,0.92,0.759,7.38e-06,2,0.259,-3.349,1,0.108,137.961,4,0.598,Ick,Lay Bankz,2
4RIdKsqdglJ5JqTG8kTvw7,0.0377,0.906,0.733,0,11,0.0765,-5.509,0,0.284,121.997,4,0.597,Darkest Before Dawn,BashfortheWorld,2
2EYdheS1WcwbBv8bRmbvvW,0.0906,0.814,0.683,0,9,0.268,-7.042,1,0.179,101.92,4,0.402,"Soak City (feat. Mustard, OhGeesy & BlueBucksClan)",310babii,2
187zHzb6JDM4YDSFNGkQ9u,0.0354,0.456,0.571,0,1,0.148,-4.431,1,0.185,159.929,4,0.121,LANCEY OR LANCEY,Lancey Foux,2
7d4NMY87lt1tQZeM8ljq8o,0.0837,0.693,0.403,0.0225,1,0.12,-11.305,1,0.0281,108.971,4,0.339,sins (let me in) - Remix,Kanii,2
3mNw70F0wDJXItFYEoQ56L,0.00281,0.808,0.673,0.011,11,0.125,-6.275,1,0.153,136.011,4,0.424,Gunz in SOHO,Homixide Gang,2
2aA3Xz6XKAo96jp03h4Zak,0.0383,0.574,0.635,0,0,0.147,-6.292,1,0.37,180.181,4,0.35,Ice Cream (feat. YN Jay & Riff Raff),BabyTron,2
6SyxWg5jvCZe5brD3dNL1q,0.0215,0.739,0.789,0,1,0.397,-5.772,1,0.233,157.044,4,0.597,LUKAKU,Cochise,2
0jRiVMnGBnuyXQsIVwbDSK,0.406,0.718,0.686,9.32e-06,1,0.126,-7.618,1,0.255,95.027,4,0.462,Slow It Down,John Mackk,2
4hNdFY5XiWlcdVY8zBoE8b,0.862,0.593,0.462,0.000419,8,0.133,-9.048,0,0.0372,139.976,4,0.186,Clocking U,Cash Cobain,2
4NgMDPV2mIh6MUkqkyNmP3,0.00521,0.853,0.476,7.01e-05,10,0.316,-5.714,0,0.346,139.867,4,0.188,What It Is?!,Pi’erre Bourne,2
0wnZP5KJSJ8xmTJmmjOqwr,0.0026,0.92,0.662,0.00131,0,0.0856,-7.659,1,0.244,120.012,4,0.767,Barbie,JaidynAlexis,2
6URtrmPQlWDbCy3Ke1VSNz,0.146,0.883,0.717,0,1,0.108,-5.853,1,0.11,126.993,4,0.586,Emily,yvngxchris,2
1DypGkTryeH4cPFBVucxo4,0.00415,0.698,0.692,0,10,0.177,-5.699,1,0.267,146.999,4,0.23,"Like This (feat. Lil Uzi Vert, Destroy Lonely)",Ken Carson,2
5LF0f602GWSAxZfmwRvUUI,0.0674,0.675,0.645,0,1,0.148,-8.627,1,0.257,93.702,4,0.7,DROP TOP,Anycia,2
725UfuWEXWg0C7PCqP8HIz,0.0925,0.792,0.675,0.000118,11,0.18,-6.972,0,0.197,101.612,4,0.393,Walk,310babii,2
6GUgd5uXPPLzNK94F7zO4Y,0.506,0.651,0.684,0,2,0.118,-6.651,0,0.123,129.739,4,0.343,Games,KA$HDAMI,2
